Kobong-kobong;Ubur-ubur;descripsi
Koimbaa;Disitu, Kesitu;descripsi
Koila, Oila;Apa;descripsi
Koiya, Komba, Kea-kai;Itu;descripsi
Koiyan, Noiyan;Kapan;descripsi
Kokila;Kemauan;descripsi
Kokil, Sose, Tatangis;Menangis;descripsi
Kokiseiyon;Cendramata;descripsi
Kokolindol;Melaju, Jalan cepat;descripsi
Kokolondok;Meluncur;descripsi
Kokol;Arus gesek;descripsi
Kokondong;Berdiri;descripsi
Kokot;Pengikat;descripsi
Kokuulon, Ani, Mumulung;Lebah;descripsi
Kokuuti, Modukut;Benci, Jijik;descripsi
Kokundu;Sisir Kutu;descripsi
Kolibang, Kulibang;Kopra;descripsi
Kolis;Cukur;descripsi
Kolua;Rebus;descripsi
Kololon, Kollon;Ribu;descripsi
Kololion;Kelaparan;descripsi
Mongkoloi;Mengeram;descripsi
Kolio;Hidupkan;descripsi
Kombong;Perut;descripsi
Komian, Miyan;Orang;descripsi
Komosi, Kumosio;Cuci;descripsi
Komeng, Yanila;Mereka;descripsi
Komuyu;Kamu;descripsi
Komulaan;Jerami;descripsi
Koo, Ikoo;Engkau;descripsi
Bobosul, Koonoan;Kenyang, Kekenyangan;descripsi
Koot;Utuh;descripsi
Kootiyo;Cicil;descripsi
Kosu, Kulala;Botak;descripsi
Kotis;Robek Sedikit, Cubit Sedikit;descripsi
Kotos;Jelas;descripsi
Kowal;Kawat;descripsi
Kowan;Puas;descripsi
Koowan;Peristiwa;descripsi
Kowatan;Batu Asah;descripsi
Koyol;Kandas;descripsi
Kuate,Kuete, Lomos;Telan, Goyang;descripsi
Kuayang, Alai, Aloi;Burung Elang;descripsi
Kubai, Kabai, Tiase;Buat;descripsi
Kudaan, Tutukan, Tutuan;Lesung;descripsi
Kuda;Tumbuk;descripsi
Kukul;Daki;descripsi
Kukus, Tibolun;Asap;descripsi
Kukut;Rapat;descripsi
Kukuti;Tebak;descripsi
Kukuuton;Cemberut;descripsi
Kulala;Botak;descripsi
Kulaluk;Tembaga;descripsi
Kulang;Kebutuhan;descripsi
Kulimpas;Ampas Kelapa;descripsi
Kulit;Kulit;descripsi
Kulus, Kurus, Budul;Bohong;descripsi
Kumbit, Kimbit;Tawa;descripsi
Kokumbit;Ketawa;descripsi
Kumosi;Cuci;descripsi
Kumosik;Semut;descripsi
Kundang;Tumpah;descripsi
Kundot;Kental;descripsi
Kuni;Kunyit;descripsi
Toiyo;Tahu;descripsi
Kutup, Kudup;Hisap;descripsi
Kutu;Kutu;descripsi
Laan, Panga;Dahan;descripsi
Laang;Cahaya;descripsi
Laal, Malaal;Lapar;descripsi
Laat;Dapat;descripsi
Labi;Sisa;descripsi
Labin;Timang;descripsi
Labot;Temu;descripsi
Labotan;Pasar;descripsi
Labue;Beras;descripsi
Lakato, Akato;Rumpun;descripsi
Lakit;Muat, Naik;descripsi
Lako;Tangkap;descripsi
Lala, Sua, Tosua;Bakar, Terbakar;descripsi
Lalabak;Main, Bermain;descripsi
Lalal, Lukul;Suara, Bunyi;descripsi
Lalawu;Telanjang;descripsi
Lalanto;Terapung;descripsi
Lalong;Dalam, Teluk;descripsi
Lolo;Ikut;descripsi
Lambang, Soopon;Menyelam, Selam, Renang;descripsi
Lambuyung;Aya Hutan;descripsi
Lamas;Teras;descripsi
Lampa;Lewat;descripsi
Lampas;Rebut;descripsi
Lamping;Kesurupan;descripsi
Lampot, Kampit;Lekat, Melekat;descripsi
Lungas;Insang;descripsi
Langkai;Suami;descripsi
Langgong;Kakak;descripsi
Lapa;Suda, Selesai;descripsi
Lapus;Hilang;descripsi
Lausalo, Baseeleon;Merantau;descripsi
Leang;Jemur;descripsi
Lebeke, Lobok;Peluk;descripsi
Lebes;Turun, Keluar;descripsi
Leesak;Terhambur;descripsi
Lekut, Lemat;Lumpuh;descripsi
Lekes;Kupas, Belah;descripsi
Lempak, Liba;Naik, Panjat;descripsi
Lemese, Lomos;Telan;descripsi
Lengele;Dengar, Dengarkan;descripsi
Lengge;Mekar;descripsi
Lengis;Sumbing;descripsi
Leton;Retak;descripsi
Lias;Minggir, Membelok;descripsi
Liat, Osodii;Lepas;descripsi
Libus;Angin Ribut;descripsi
Liis;Mengidam;descripsi
Liit;Marah;descripsi
Liise;Melebihi;descripsi
Lima;Lima, Tangan;descripsi
Limang;Kerja;descripsi
Lisuk;Samping, Rusuk;descripsi
Limulus;Digulung;descripsi
Limpas, Usok;Masuk;descripsi
Linggous;Embun;descripsi
Lipopot;Kunang-kunang;descripsi
Lipu, Papalan;Negeri, Kampung, Tanah Air;descripsi
Lobo;Hutan, Sesuatu;descripsi
Lobok;Peluk;descripsi
Loboson, Odua;Keluar;descripsi
Mopit;Buta;descripsi
Loka;Pisang;descripsi
Lokis, Kulokis;Jahat, Busuk;descripsi
Lokutak;Lumpur;descripsi
Loi;Biasa;descripsi
Lolo;Ikut;descripsi
Laing;Kejar;descripsi
Loloison;Yatim Piatu;descripsi
Lolos, Mololos;Melingkar;descripsi
Loloboti;Sambut;descripsi
Lolondong, Busak;Gemetar;descripsi
Loloon;Jalan;descripsi
Lolotano;Jalan kaki;descripsi
Loluuk;Dulu, Dahulu;descripsi
Luluuli, Ase;Bujuk, Rayu;descripsi
Lomba;Mengalir;descripsi
Lomboi;Tambah;descripsi
Lomut;Lumut, Bulu;descripsi
Longol;Dengar;descripsi
Longas;Bodoh;descripsi
Londa, Lobun, Bubut;Rabun, Buta;descripsi
Londomi, Kalipook;Gelap;descripsi
Lenget;Pikul;descripsi
Londok;Luntur;descripsi
Loon;Daun;descripsi
Looton;Sudah tenang;descripsi
Loonu, Kutika;Zaman;descripsi
Loos;Alas;descripsi
Lopot;Bungkus, Gulung;descripsi
Losi;Utus Asli;descripsi
Loto, Moloto;Patah;descripsi
Loung, Ato;Atap;descripsi
Loyos, Moloyos;Jujur, Lurus;descripsi
Lua;Dua;descripsi
Luanggon, Labuton;Melompat;descripsi
Lubat, Mbungas;Datang, Tiba;descripsi
Lubak, Rubak;Rusak;descripsi
Lubeo, Rubeo;Tabrak;descripsi
Luet, Ruet;Ungkit, Cungkil;descripsi
Luk, Luwok, Luwuk;Teluk;descripsi
Lukul;Bunyi Suara;descripsi
Lulung;Naung, Lindung;descripsi
Lulu;Pajak, Upeti;descripsi
Lulung;Gulung;descripsi
Lumba;Subur;descripsi
Lungkuon;Kalah;descripsi
Ma, Mamaa;Malu;descripsi
Maamis;Manis;descripsi
Maasi;Kasihan;descripsi
Maaling;Mahal;descripsi
Maata;Mentah;descripsi
Mata;Mata;descripsi
Maanus;Hanyut;descripsi
Molisuk, Molusuk;Kurus;descripsi
Madota;Rajin;descripsi
Madangkang, Malakal;Jarang;descripsi
Magae, Pastiu;Bosan;descripsi
Magampapal;Belajar;descripsi
Mai;Mari;descripsi
Mainaa;Besok;descripsi
Maide;Hiasan;descripsi
Makadat;Pakat;descripsi
Makansang;Kencang;descripsi
Makatol;Gatal;descripsi
Malaat;Dapat;descripsi
Malaal;Lapar;descripsi
Malabot;Jemput;descripsi
Malabu;Melantik;descripsi
Malalat;Melarat;descripsi
Malampal;Hijau;descripsi
Maranak;Gemuk;descripsi
Malane;Laki-laki;descripsi
Malangu;Mabuk;descripsi
Malabus, Kabus;Habis;descripsi
Maligoot;Demam;descripsi
Marisa;Rica, Cabai;descripsi
Malumbit;Lama;descripsi
Mamangan;Tajam;descripsi
Mamaa;Malu;descripsi
Mamai;Kunya;descripsi
Mamaalan;Ringan;descripsi
Mampasa;Pecah;descripsi
Mamut, Malambuk;Lapuk, Hancur;descripsi
Manas;Hancur;descripsi
Manda;Lipan;descripsi
Mandemel;Dingin;descripsi
Mangampit;Melipat;descripsi
Mangasau;Makan Sahur;descripsi
Manggustang;Manggis;descripsi
Manggirit;Kotor;descripsi
Mange;Ompong;descripsi
Manipi, Melel;Tipis;descripsi
Manuk;Ayam;descripsi
Mian;Manusia, Orang;descripsi
Mompuul;Memasak;descripsi
Mansau;Mandi;descripsi
Mantaap;Meraba;descripsi
Mantaup;Menimba;descripsi
Mantamis;Merasakan;descripsi
Masakit;Sakit;descripsi
Masangol;Basih;descripsi
Masala;Gerhana;descripsi
Masambuut;Cemberut;descripsi
Masigi;Masjid;descripsi
Mata, Maata;Mentah;descripsi
Matabal;Tawar;descripsi
Matakut;Takut;descripsi
Mate;Mati;descripsi
Tambongan;Gagah, Cantik, Ganteng;descripsi
Mau;Meski, Walau;descripsi
Mayuut;Lamban;descripsi
Mbaa;Ini;descripsi
Mbembel;Berlinang;descripsi
Mbanal;Merayap, Menjalar;descripsi
Mbembenu;Kura-kura;descripsi
Mbees;Meleleh, Mencair;descripsi
Mbeas;Alang-alang;descripsi
Mbesi;Senang, Gembira;descripsi
Mbetak;Basah;descripsi
Mbiul;Air Liur;descripsi
Mbilit;Tahi Mata;descripsi
Mbolosukon;Durian;descripsi
Mbombul;Angin;descripsi
Mbombos, Modoko;Rakus, Tamak;descripsi
Mbongul;Hingus;descripsi
Mboikuk;Curi;descripsi
Mbonoang;Anoa;descripsi
Mbosolo;Liar;descripsi
Manggalau;Bertelur;descripsi
Motongot;Pelit;descripsi
Mbu;Datuk, Kakek, Nenek;descripsi
Mboyok;Haluan;descripsi
Mbeas;Alang-alang;descripsi
Mbua;Subur;descripsi
Mbules;Pucat;descripsi
Mbuol;Mengigau;descripsi
Meas, Pakol;Luka;descripsi
Meeng;Satu;descripsi
Meele;Asam;descripsi
Meleak, Manipi, Melel;Tipis;descripsi
Memel;Dingin;descripsi
Memela;Merah;descripsi
Memelio;Mendambakan;descripsi
Menseang;Menyanyi;descripsi
Menseabul;Halus, Gurih;descripsi
Meseket;Mendesak;descripsi
Meselesek;Petir, Kilat;descripsi
Mindua;Pacar;descripsi
Misik, Lalalo;Suara;descripsi
Motuul;Kering;descripsi
Mo;Yang;descripsi
Modipot;Sempit;descripsi
Modoa;Pagi;descripsi
Mosobit;Cepat;descripsi
Monduok;Dorong;descripsi
Mojojo;Resah;descripsi
Moinsale;Bahasa;descripsi
Mointing, Motikas;Keras;descripsi
Mokias, Mosiak;Robek;descripsi
Mokitos;Jelas;descripsi
Mokorong;Tegang;descripsi
Mokoyos;Serak, Parau;descripsi
Mokorutok;Keruh;descripsi
Mokolikot, Bukuan;Kuat;descripsi
Mok;Mangkuk;descripsi
Mokopul;Hangus;descripsi
Mokupok, Teetek;Jambu;descripsi
Malino;Jernih;descripsi
Malindol;Laju;descripsi
Moli;Semoga;descripsi
Moliyos;Bersih;descripsi
Molinos;Bersih;descripsi
Moloas, Bulusan;Panjang;descripsi
Malisaa, Siloloa;Pamit;descripsi
Mololo;Ikut;descripsi
Molondol;Licin;descripsi
Molongol;Patuh;descripsi
Loolana;Dekat;descripsi
Moloto;Patah;descripsi
Molo;Tidur;descripsi
Molou;Haus;descripsi
Moloyu;Layu;descripsi
Moloyos;Lurus, Jujur;descripsi
Molumba;Subur;descripsi
Molutak;Hancur;descripsi
Moluko;Gadis;descripsi
Boine;Perempuan;descripsi
Mombul;Angin;descripsi
Mompolii, Suuki;Cari;descripsi
Mompul;Memasak;descripsi
Momuruk;Mengamuk;descripsi
Monas;Panas;descripsi
Mondopuli;Berkeluarga;descripsi
Monianan;Menantu;descripsi
Monos;Longsor;descripsi
Monondok;Bagus, Baik, Elok;descripsi
Inum;Minum;descripsi
Obos;Bagi;descripsi
Mongoli;Membeli;descripsi
Oli;Beli;descripsi
ontoki;Isi;descripsi
Monggol;Kuat;descripsi
Sua;Bakar;descripsi
Monsukat;Mengukur;descripsi
Sukat;Ukur;descripsi
Monsung;Melahirkan;descripsi
Moola;Bisa;descripsi
Moolo;Tidur;descripsi
Moono;Penuh;descripsi
Montong;Berhenti;descripsi
Montilean;Jendela;descripsi
Montotiili;Menunggu;descripsi
Mopiit, Lubon;Buta;descripsi
Moopok;Hitam;descripsi
Mosikit;Benci;descripsi
Mosolo;Liar;descripsi
Mosoni;Kuning;descripsi
Mosoo, Babarat;Berat;descripsi
Mosopot;Pahit;descripsi
Mosorot;Rumput, Kotor;descripsi
Motono;Asin;descripsi
Tuong;Jatuh;descripsi
Moute;Putih;descripsi
Moyoo;Masak;descripsi
Muyuk;Lemah;descripsi
Taate, Naandi;Nenek;descripsi
Naal;Goyang;descripsi
Naapa;Sebentar;descripsi
Nai;Jangan;descripsi
Nia;Ini;descripsi
Nandoo;Mana;descripsi
Nanasi;Nenas;descripsi
Nda;Kita;descripsi
Ndemel;Makanan;descripsi
Ndeke;Keladi;descripsi
Ndulus;Seragam;descripsi
Neneeke;Ingat;descripsi
Nggala;Teriak;descripsi
Nggabut;Kacau;descripsi
Nggale;Puji;descripsi
Nggalawu;Telur;descripsi
Nggalung;Timah;descripsi
Ngganggas;Senang;descripsi
Nggamal;Seksi;descripsi
Nggolong;Guling, Baring;descripsi
Nggolias;Pisah;descripsi
Nggung nggum;Genggam;descripsi
Nggulos;Selimut;descripsi
Ngguluk;Guntur;descripsi
Ngoling;Gigi;descripsi
Noa;Hati;descripsi
Nirube;Tabrak;descripsi
Noko;Itu;descripsi
Nom;Enam;descripsi
Noiyan;Kapan;descripsi
Noiyuan;Lusa;descripsi
Nunuton;Cerita;descripsi
Ode;Iya;descripsi
Oak;Pinggang;descripsi
Obos;Bagi;descripsi
Obulus;Turun;descripsi
Obut;Maras;descripsi
Odoon;Jauh;descripsi
Oila;Apa;descripsi
Ojob;Jamur;descripsi
Okoliio;Akali, Bohongi;descripsi
Okoot;Hubungkan;descripsi
Oli;Beli;descripsi
Olinea;Alis, Kening;descripsi
Oloang;Kapak;descripsi
Olungun;Kuku;descripsi
Olumon;Mimpi;descripsi
Ompol;Tambal;descripsi
Oniki;Kelelawar;descripsi
Ongkos;Biaya;descripsi
Onggimal;Penasaran;descripsi
Onsulang;Duduk;descripsi
Onsuun;Junjung;descripsi
Ontokii;Isi;descripsi
Omoi;Asmah;descripsi
Omoang;Bulu Roma;descripsi
Onuus;Cumi-cumi;descripsi
Opuut;Meledak;descripsi
Oosan;Tanda;descripsi
Osoan;Kawin;descripsi
Asobii;Lepas;descripsi
Osuut;Lompat;descripsi
Osulen;Menari;descripsi
Ototong;Kumpul;descripsi
Oyuboiyo;Pelihara;descripsi
Otulak;Renang;descripsi
Otunggul;Nasehat;descripsi
Oyop;Dada;descripsi
Oyok;Empedu;descripsi
Paapa, Tama;Papa, ayah;descripsi
Pagar;Pagar;descripsi
Pailukene;Beritahu;descripsi
Bansang;Ragu;descripsi
Paisu;Air;descripsi
Pau;Anak;descripsi
Pajal;Fajar;descripsi
Pakadak;Capek;descripsi
Pakamumul;Menggerutu;descripsi
Pakanggi;Pemegang Adat;descripsi
Pakaut;Jarum;descripsi
Pake;Pakai;descripsi
Pakol;Luka;descripsi
Pakon;Pergi;descripsi
Pakua;Jambu Air;descripsi
Pakuli;Obat;descripsi
Palapinis;Gerimis;descripsi
Palate;Penawan;descripsi
Palele;Jual;descripsi
Palias;Pencegah;descripsi
Palias;Pamali;descripsi
Palisauk;Berbisik;descripsi
Palingkuk;Kaku;descripsi
Palong;Lempar;descripsi
Palos;Putar;descripsi
Pios;Rubah;descripsi
Palus;Pendek;descripsi
Pamo;Sudah;descripsi
Panga;Cabang;descripsi
Pangaseasea;Pembujuk;descripsi
Pantis;Gusi;descripsi
Pantan;Larang;descripsi
Papai;Pipi;descripsi
Paiil;Kipas;descripsi
Papal;Dampar;descripsi
Paseda;Gelang;descripsi
Pasu;Pojok;descripsi
Patalap;Peniti;descripsi
Patalop;Penutup;descripsi
Patalik;Pengikar;descripsi
Pataal;Pencegah;descripsi
Patalabi;Penyelamat;descripsi
Patauk;Timbah, Gayung;descripsi
Patol;Potong;descripsi
Patoo;Pelampung;descripsi
Palus;Pendek;descripsi
Patuk;Pelit;descripsi
Pau;Anak;descripsi
Dodomi;Ari-ari;descripsi
Peakak;Geli;descripsi
Peepende;Rendah, Pendek, Dangkal;descripsi
Peepeku;Burung Puyuh;descripsi
Peeput;Tahi lalat;descripsi
Peka;Pancing;descripsi
Pekeali;Jagoan;descripsi
Pekeei;Rias, Pakai;descripsi
Peku;Bengkok;descripsi
Pelenggene;Sampaikan;descripsi
Pengite;Pisau;descripsi
Pepedek;Lembek;descripsi
Pedek;Remas;descripsi
Pepelako;Lembah;descripsi
Petak;Lumpur;descripsi
Piada;Olok;descripsi
Pies;Putar;descripsi
Pinotama;Om, Tante;descripsi
Piis;Peras;descripsi
Piit;Pejam;descripsi
Pinaanak;Keponakan;descripsi
Pinga;Kembar;descripsi
Pinggan;Piring;descripsi
Pinotama;Paman;descripsi
Pinotina;Bibi;descripsi
Pintal;Kemarau, Matahari;descripsi
Pintanga;Separuh;descripsi
Pilit;Pulut;descripsi
Pioto;Adik;descripsi
Pipil;Nyamuk;descripsi
Pipiit;Mengantuk;descripsi
Pisok;Buta Mata;descripsi
Pisuu;Fitnah;descripsi
Pitu;Tujuh;descripsi
Pituu;Kepastian;descripsi
Pobilat;Api;descripsi
Poi-poisik;Kecil;descripsi
Poki-poki;Terong;descripsi
Pok;Cekik;descripsi
Pokkana;Sama;descripsi
Polisauk;Berbisik;descripsi
Pololoba;Pendek;descripsi
Polong;Sampai;descripsi
Ponga;Bisu;descripsi
Pansona;Obor;descripsi
Ponoton;Tersumbat;descripsi
Pontina;Betina;descripsi
Poogagai;Bertengkar;descripsi
Poolu;Tungku;descripsi
Pomenggon;Sepakat, Bersatu;descripsi
Popidolon;Lansat;descripsi
Popiisi;Jeruk;descripsi
Pikikon;Pikir;descripsi
Popooko;Malam;descripsi
Dowa;Pagi;descripsi
Popondongoli;Berita;descripsi
Sangkal;Dinding;descripsi
Popot;Sumbat, Halang;descripsi
Popuut;Sanggul;descripsi
Possala;Berselisih;descripsi
Possala;Lalat;descripsi
Posikang;Saku;descripsi
Posiuk;Sendok Makan;descripsi
Posos;Pinang;descripsi
Posos;Pingsan;descripsi
Bulutui;Bambu Kecil;descripsi
Pososung;Bertemu, Berjumpa;descripsi
Potolos;Penebus;descripsi
Pongoli;Pembeli;descripsi
Pottoli;Penjaga;descripsi
Potil;Kelapa;descripsi
Potinggal;Bercerai;descripsi
Sasa;Kucing;descripsi
Pupui;Bersiul;descripsi
Puli;Keluarga;descripsi
Puloson;Ramalan;descripsi
Pulo-Puloso;Jantung;descripsi
Pulut, Ala;Ambil;descripsi
Pupul;Hangus;descripsi
Pupuui;Petik;descripsi
Pupus;Selesai;descripsi
Pusoi;Pusat;descripsi
Puuk;Kentut;descripsi
Puul;Tiup;descripsi
Rame;Ramai;descripsi
Rasung;Racun;descripsi
Rubak;Rombak;descripsi
Ruet;Ungkit, Cungkil;descripsi
Sasol;Bergeser;descripsi
Saasul;Mondar-mandir;descripsi
Biol;Pindah;descripsi
Saake;Meraba;descripsi
Saang;Masak;descripsi
Saapi;Sapi;descripsi
Sasa;Kucing;descripsi
Salabatan;Sahabat;descripsi
Sabol;Pinjam;descripsi
Sabuung;Sabun;descripsi
Damut;Kacau;descripsi
Sadai;Tanya;descripsi
Saiibong;Dukung;descripsi
Sail;Iris;descripsi
Sagu;Sagu;descripsi
Sak;Ragu;descripsi
Sakal;Sekarat;descripsi
Sakakon;Tanam;descripsi
Sakat;Seratus;descripsi
Sake;Bertengkar;descripsi
Sakisaa;Siksa;descripsi
Sakisii;Saksi;descripsi
Sakul;Lempar;descripsi
Salaan;Hadapan;descripsi
Salabai;Banci, Bencong;descripsi
Salaka;Sapu;descripsi
Salaka;Perak;descripsi
Saliduut;Pojok;descripsi
Salita;Cerita;descripsi
Sali;Miring;descripsi
Salual;Celana;descripsi
Saluk;Cukur;descripsi
Salusin;Selusin;descripsi
Sam;Asma;descripsi
Samaya;Hutang;descripsi
Samat;Sumpit;descripsi
Samba-sambat;Kandas, Sangkut;descripsi
Sambaing;Bersin;descripsi
Sambu;Nama;descripsi
Sambumo;Terserah;descripsi
Sambu-sambumo;Sembarang;descripsi
Olonio;Cukup;descripsi
Sampa;Cimpeda;descripsi
Sampe;Gantung;descripsi
Sampoulu;Kerudung;descripsi
Sampu;Singgah;descripsi
Sanal;Gurindam;descripsi
Sanaang;Gembira, Senang;descripsi
Sandung, Sabua;Gubuk;descripsi
Sando;Dukun Beranak;descripsi
Sangkap;Empat;descripsi
Sangkup, Sangol;Tutup;descripsi
Bindana;Ular;descripsi
Sanggaraup;Terbalik;descripsi
Sao;Buah;descripsi
Saput;Seluruh;descripsi
Sapit, Sookon;Sembunyi;descripsi
Sasakan;Terjal;descripsi
Sasakaan;Berlabuh;descripsi
Sasaal;Menyesal;descripsi
Sasap;Sayat;descripsi
Buasasak, Sasak;Gerimis;descripsi
Sasampe;Cukup;descripsi
Saibino;Semua;descripsi
Salaan;Hadap;descripsi
Sasangkil;Gelas;descripsi
Saut;Gosok;descripsi
Sau;Darah;descripsi
Sayi;Mahar;descripsi
Seasa;Kerikil;descripsi
Tumpak;Katak;descripsi
Seledee;Cerdik;descripsi
Seket;Cepat, Selalu;descripsi
Seeka;Usir;descripsi
Seeleon;Rantau;descripsi
Sembeleng;Sebelah;descripsi
Selekan;Cerek;descripsi
Selese;Guntur, Petir;descripsi
Seng, Doi;Uang;descripsi
Seselet;Berpencar;descripsi
Sepa;Tendang;descripsi
Sia;Buru-buru;descripsi
Doi;Di;descripsi
Siak;Robek;descripsi
Sidak;Hidang;descripsi
Sidola;Undang;descripsi
Sidu;Sisir;descripsi
Siinga;Tagi;descripsi
Sikkait;Celana Dalam;descripsi
Sikkala;Ubi Jalar;descripsi
Sikal;Penuh, Padat;descripsi
Sikol;Lingkar;descripsi
Bungkang;Kepiting;descripsi
Silaabo;Anak Tiri, Ibu Tiri, Ayah Tiri;descripsi
Silaka;Celaka;descripsi
Sile;Juling;descripsi
Silel;Melotot;descripsi
Silep;Pandang;descripsi
Silolowa;Pamit;descripsi
Simbat;Bergerak;descripsi
Simbu;Bangun;descripsi
Simbil;Jenggot;descripsi
Simput;Ikat;descripsi
Sabuak;Tebar;descripsi
Sinabuak;Ditebar;descripsi
Sebaeat;Hadiah;descripsi
Sinanga;Goreng;descripsi
Sakul;Lempar;descripsi
Sakakon;Tanam;descripsi
Salaan;Hadapan;descripsi
Siing;Ganggu;descripsi
Singkape;Sergap;descripsi
Singkolung;Kebas, Keram;descripsi
Singkut;Bantu;descripsi
Singkil;Sentuh;descripsi
Singgat;Serentak;descripsi
Simbu;Bangun;descripsi
Siniton;Dihisap;descripsi
Bolii;Ganti;descripsi
Sinolon;Sesajen;descripsi
Suuki;Cari;descripsi
Sukat;Ukur;descripsi
Sunat;Sunat;descripsi
Sintubo;Kehidupan;descripsi
Tubo;Hidup;descripsi
Sintak;Tarik dengan Cepat;descripsi
Sio;Kecuali;descripsi
Sio;Sembilan;descripsi
Siongolingo;Tepi Pantai;descripsi
Sion;Kasihan;descripsi
Siokai;Jika;descripsi
Sipat;Sifat, Perilaku;descripsi
Sisil;Menepi;descripsi
Sipot;Musibah;descripsi
Sisidol;Canggung;descripsi
Sisil;Keliling;descripsi
Sit;Sperma;descripsi
Siukon;Muda;descripsi
Siya;Keburu;descripsi
Soan Tanga;Ruang Tengah;descripsi
Soaan;Lantai;descripsi
Soano;Pasangannya;descripsi
Soboli;Ganti;descripsi
Sobonunuan;Semalaman;descripsi
Sobinduk;Secuil;descripsi
Sogang;Siri;descripsi
Sogang Bukono;Jerawat;descripsi
Sogot;Ikat Ketat;descripsi
Soi;Jahe;descripsi
Soisik;Sedikit;descripsi
Soisobit, Naapa;Sebentar;descripsi
Soisolot;Cincin;descripsi
Sok;Menahan;descripsi
Soe;Sial;descripsi
Sokoii;Angin Ribut;descripsi
Sokoot;Seikat;descripsi
Sol;Udang;descripsi
Solitan;Tulisab;descripsi
Solit;Tergores, Belang;descripsi
Solinsau, Linggous;Embun;descripsi
Solii;Campur;descripsi
Soloiba, Daok;Saudara Ipar;descripsi
Sololon;Seribu;descripsi
Solo;Korek Api;descripsi
Bokol;Ombak;descripsi
Solonsong;Gelombang;descripsi
Solunsung;Bertepatan;descripsi
Som;Selimut;descripsi
Somba;Menyembah, Tunduk;descripsi
Sompo;Berlindung, Bernaung;descripsi
Somponggon;Dihalangi, Terhalang;descripsi
Song;Hidung;descripsi
Songkot, Sompoyon;Batuk;descripsi
Sool;Karam, Tenggelam;descripsi
Sooman, Boan;Bau, Busuk;descripsi
Soodo, Boolu;Baru;descripsi
Sookon, Sapit;Sembunyi;descripsi
Soopon;Selam;descripsi
Soowan;Laju, Cepat;descripsi
Songko;Kopia, Peci;descripsi
Songkoron, Bubut;Buta, Rabun;descripsi
Songulo;Sepuluh;descripsi
Songulo Meeng;Sebelas;descripsi
Songulo Lua;Dua Belas;descripsi
Songulo Tolu;Tiga Belas;descripsi
Songulo Sangkap;Empat Belas;descripsi
Songulo Lima;Lima Belas;descripsi
Songulo Nom;Enam Belas;descripsi
Sangulo Pitu;Tujuh Belas;descripsi
Songulo Alu;Delapan Belas;descripsi
Songulo Sio;Sembilan Belas;descripsi
Lua Korono;Dua Puluh;descripsi
Soni;Kuning;descripsi
Sontok;Sedikit, Setetes;descripsi
Kokiil;Menangis;descripsi
Tempaisu;Kencing;descripsi
Sosibandung;Cenderung, Candung;descripsi
Sosiduk;Tombak;descripsi
Sosimbu;Terbangun;descripsi
Sop;Berteduh;descripsi
Sopi;Tobat;descripsi
sopii;Bertunas;descripsi
Sopok;Celup, Benam;descripsi
Sopoyon;Batuk;descripsi
Sosuk;Tampung;descripsi
Totungkeleng;Jongkok;descripsi
Sosuul;Gasim;descripsi
Sosuung;Temu;descripsi
Tesung;Terlahir;descripsi
Sosumpok;Tiba-tiba;descripsi
Sot;Ikat;descripsi
Sou Solut;Cincin;descripsi
sowaan;Lantai;descripsi
Suak;capek;descripsi
Sualapen;Munafik;descripsi
Sua;Bakar;descripsi
Pandoli;Linggis;descripsi
Suano;Agar, Supaya;descripsi
Suba, Somba;Sembah;descripsi
Subot;Muncul;descripsi
Lubat;Datang;descripsi
Sukat;Ukur;descripsi
Sukato;Sekedar;descripsi
Sukal;Kesulitan;descripsi
Sul;Putar;descripsi
Sula;Balik;descripsi
Sulat;Syair, Pantun;descripsi
Sulamak;Rebus;descripsi
Sulok;Duri;descripsi
Sulung;Tanggungjawab;descripsi
Suman;Nasi Jaha, Nasi Bambu, Lemang;descripsi
Sumbai;Cengkok;descripsi
Sumbol;Melotot, Muncul;descripsi
Sumbolio;Suruh, Perintahkan;descripsi
Sumbil;Jenggot, Kumis;descripsi
Sumit;Duri;descripsi
Sunat;Khitan;descripsi
Sung;Mulut;descripsi
Toiyomo;Sudah Tahu;descripsi
Sungkoloyo;Setengah Hari;descripsi
Sungkape;Pergoki;descripsi
Sunsung;Sendirian;descripsi
Subot;Muncul;descripsi
Pakuli;Obat;descripsi
Supet;Bengkok;descripsi
Susu;Susu;descripsi
Susum;Ikan;descripsi
Susuukon;Nakal;descripsi
Susup;Rokok;descripsi
Sut;Lompat;descripsi
Suungi;Tambah;descripsi
Suung;Tambah;descripsi
Suuki;Cari;descripsi
Suweete;Cungkil;descripsi
Suwe-suwele;Sendiri-sendiri;descripsi
Katidon;Mungkin;descripsi
Taabuang;Serangga;descripsi
Taadon;Tadi;descripsi
Taan;Tahan;descripsi
Taate;Nenek;descripsi
Taame;Sambung;descripsi
Taap;Raba, Pegengan Hidup;descripsi
Taba;Tuang, Curah;descripsi
Tabaak;Runtuh;descripsi
Tabangkas;Rugi, Bangkrut;descripsi
Mosiak, Taberek;Robek, Sobek, Koyak;descripsi
Tabas;Potong, Tebas;descripsi
Tawan;Gendong, Tawan;descripsi
Tabasasiak;Tercecer;descripsi
Tosula;Terbalik;descripsi
Lalau;Telanjang;descripsi
Tabo;Muda, Mulai;descripsi
Tadi;Sabung;descripsi
